Product,Company,Month,Year,Price,TimeIndex
AC,Samsung,3.0,2015,26437.278217080002,-94.0
AC,Samsung,4.0,2015,26515.073924113174,-93.0
AC,Samsung,5.0,2015,26418.898455807343,-92.0
AC,Samsung,6.0,2015,26377.44314927233,-91.0
AC,Samsung,7.0,2015,26550.204872163227,-90.0
AC,Samsung,8.0,2015,26466.4637155795,-89.0
AC,Samsung,9.0,2015,26411.13238581078,-88.0
AC,Samsung,10.0,2015,26440.3451188194,-87.0
AC,Samsung,11.0,2015,26373.608429641346,-86.0
AC,Samsung,12.0,2015,26445.87929026606,-85.0
AC,Samsung,1.0,2016,26381.73669787667,-84.0
AC,Samsung,2.0,2016,26488.011647805546,-83.0
AC,Samsung,3.0,2016,26485.313114323835,-82.0
AC,Samsung,4.0,2016,26355.818731944808,-81.0
AC,Samsung,5.0,2016,26396.62760103244,-80.0
AC,Samsung,6.0,2016,26341.103256578717,-79.0
AC,Samsung,7.0,2016,26334.2695730406,-78.0
AC,Samsung,8.0,2016,26462.871616988356,-77.0
AC,Samsung,9.0,2016,26348.09153247653,-76.0
AC,Samsung,10.0,2016,26377.686826826284,-75.0
AC,Samsung,11.0,2016,26482.244995458674,-74.0
AC,Samsung,12.0,2016,26448.505134951825,-73.0
AC,Samsung,1.0,2017,26535.381923955843,-72.0
AC,Samsung,2.0,2017,26523.49239505923,-71.0
AC,Samsung,3.0,2017,26437.29578444992,-70.0
AC,Samsung,4.0,2017,26438.908699030315,-69.0
AC,Samsung,5.0,2017,26477.520185631092,-68.0
AC,Samsung,6.0,2017,26469.480419423027,-67.0
AC,Samsung,7.0,2017,26475.48288556847,-66.0
AC,Samsung,8.0,2017,26407.721384867426,-65.0
AC,Samsung,9.0,2017,26412.125260173027,-64.0
AC,Samsung,10.0,2017,26483.453473017176,-63.0
AC,Samsung,11.0,2017,26352.603010801267,-62.0
AC,Samsung,12.0,2017,26450.18434242954,-61.0
AC,Samsung,1.0,2018,26469.088340961916,-60.0
AC,Samsung,2.0,2018,26609.1249059626,-59.0
AC,Samsung,3.0,2018,26477.1776225501,-58.0
AC,Samsung,4.0,2018,26418.22814607513,-57.0
AC,Samsung,5.0,2018,26504.15771868313,-56.0
AC,Samsung,6.0,2018,26432.592433447706,-55.0
AC,Samsung,7.0,2018,26529.404299572794,-54.0
AC,Samsung,8.0,2018,26439.63822865486,-53.0
AC,Samsung,9.0,2018,26495.703537441008,-52.0
AC,Samsung,10.0,2018,26441.31877063723,-51.0
AC,Samsung,11.0,2018,26460.998838736803,-50.0
AC,Samsung,12.0,2018,26459.893316636513,-49.0
AC,Samsung,1.0,2019,26461.480947631335,-48.0
AC,Samsung,2.0,2019,26496.850019921472,-47.0
AC,Samsung,3.0,2019,26517.611013338745,-46.0
AC,Samsung,4.0,2019,26406.4647770512,-45.0
AC,Samsung,5.0,2019,26478.340601874155,-44.0
AC,Samsung,6.0,2019,26481.041995714895,-43.0
AC,Samsung,7.0,2019,26471.408814973038,-42.0
AC,Samsung,8.0,2019,26511.232332972715,-41.0
AC,Samsung,9.0,2019,26490.153278259466,-40.0
AC,Samsung,10.0,2019,26498.161984926974,-39.0
AC,Samsung,11.0,2019,26552.955419998532,-38.0
AC,Samsung,12.0,2019,26522.756931973163,-37.0
AC,Samsung,1.0,2020,26510.66751955334,-36.0
AC,Samsung,2.0,2020,26391.451243750344,-35.0
AC,Samsung,3.0,2020,26537.11203021393,-34.0
AC,Samsung,4.0,2020,26537.670195518873,-33.0
AC,Samsung,5.0,2020,26640.49625543199,-32.0
AC,Samsung,6.0,2020,26464.561407829624,-31.0
AC,Samsung,7.0,2020,26507.38229343099,-30.0
AC,Samsung,8.0,2020,26467.440081879035,-29.0
AC,Samsung,9.0,2020,26363.083653467827,-28.0
AC,Samsung,10.0,2020,26537.77489226933,-27.0
AC,Samsung,11.0,2020,26508.15047850919,-26.0
AC,Samsung,12.0,2020,26440.54534929931,-25.0
AC,Samsung,1.0,2021,26542.47406139696,-24.0
AC,Samsung,2.0,2021,26531.495496179887,-23.0
AC,Samsung,3.0,2021,26541.330928750234,-22.0
AC,Samsung,4.0,2021,26562.030337228614,-21.0
AC,Samsung,5.0,2021,26562.615285337837,-20.0
AC,Samsung,6.0,2021,26472.983425691094,-19.0
AC,Samsung,7.0,2021,26551.82053828884,-18.0
AC,Samsung,8.0,2021,26573.1347981401,-17.0
AC,Samsung,9.0,2021,26581.463414993043,-16.0
AC,Samsung,10.0,2021,26538.535288254465,-15.0
AC,Samsung,11.0,2021,26467.790921582593,-14.0
AC,Samsung,12.0,2021,26533.48083699095,-13.0
AC,Samsung,1.0,2022,26525.696487745558,-12.0
AC,Samsung,2.0,2022,26591.59051614853,-11.0
AC,Samsung,3.0,2022,26496.14417434264,-10.0
AC,Samsung,4.0,2022,26608.269764016524,-9.0
AC,Samsung,5.0,2022,26600.907467936693,-8.0
AC,Samsung,6.0,2022,26590.12582631117,-7.0
AC,Samsung,7.0,2022,26456.161019534313,-6.0
AC,Samsung,8.0,2022,26560.0537457319,-5.0
AC,Samsung,9.0,2022,26506.585847840455,-4.0
AC,Samsung,10.0,2022,26614.13255859645,-3.0
AC,Samsung,11.0,2022,26495.136925930095,-2.0
AC,Samsung,12.0,2022,26559.43531835804,-1.0
AC,Samsung,1.0,2026,26557.0606921842,36.0
AC,Samsung,2.0,2026,26640.402933747402,37.0
AC,Samsung,3.0,2026,26679.17388796637,38.0
AC,Samsung,4.0,2026,26680.231358795896,39.0
AC,Samsung,5.0,2026,26625.764312353298,40.0
AC,Samsung,6.0,2026,26509.78227665772,41.0
AC,Samsung,7.0,2026,26668.353589228747,42.0
AC,Samsung,8.0,2026,26685.978845784575,43.0
AC,Samsung,9.0,2026,26716.021593362915,44.0
AC,Samsung,10.0,2026,26632.81612645316,45.0
AC,Samsung,11.0,2026,26599.132358287792,46.0
AC,Samsung,12.0,2026,26643.52469471467,47.0
AC,Samsung,1.0,2027,26651.135688193393,48.0
AC,Samsung,2.0,2027,26567.256327541814,49.0
AC,Samsung,3.0,2027,26723.652620243218,50.0
AC,Samsung,4.0,2027,26576.38003768683,51.0
AC,Samsung,5.0,2027,26624.111526251003,52.0
AC,Samsung,6.0,2027,26685.117205516242,53.0
AC,Samsung,7.0,2027,26603.039044955338,54.0
AC,Samsung,8.0,2027,26707.175852699558,55.0
AC,Samsung,9.0,2027,26645.497588042526,56.0
AC,Samsung,10.0,2027,26616.93060129394,57.0
AC,Samsung,11.0,2027,26623.78524025796,58.0
AC,Samsung,12.0,2027,26657.36744986646,59.0
AC,Samsung,1.0,2028,26767.129877966057,60.0
AC,Samsung,2.0,2028,26756.5077857752,61.0
AC,Samsung,3.0,2028,26694.586330946506,62.0
AC,Samsung,4.0,2028,26720.912936167173,63.0
AC,Samsung,5.0,2028,26700.003091479844,64.0
AC,Samsung,6.0,2028,26640.71597790219,65.0
AC,Samsung,7.0,2028,26609.80020618757,66.0
AC,Samsung,8.0,2028,26658.821888600887,67.0
AC,Samsung,9.0,2028,26639.107786989625,68.0
AC,Samsung,10.0,2028,26625.18206355758,69.0
AC,Samsung,11.0,2028,26606.082642508376,70.0
AC,Samsung,12.0,2028,26633.19094848992,71.0
AC,Samsung,1.0,2029,26739.183878639327,72.0
AC,Samsung,2.0,2029,26676.369409874205,73.0
AC,Samsung,3.0,2029,26620.420935118433,74.0
AC,Samsung,4.0,2029,26686.04700574591,75.0
AC,Samsung,5.0,2029,26696.454620252684,76.0
AC,Samsung,6.0,2029,26783.747384055423,77.0
AC,Samsung,7.0,2029,26707.513273190452,78.0
AC,Samsung,8.0,2029,26710.797560343766,79.0
AC,Samsung,9.0,2029,26696.001074075124,80.0
AC,Samsung,10.0,2029,26745.768246789496,81.0
AC,Samsung,11.0,2029,26694.75275747638,82.0
AC,Samsung,12.0,2029,26759.106314930246,83.0
AC,Samsung,1.0,2030,26666.139682192963,84.0
AC,Samsung,2.0,2030,26768.151137930774,85.0
AC,Samsung,3.0,2030,26632.538752688542,86.0
AC,Samsung,4.0,2030,26671.238583083363,87.0
AC,Samsung,5.0,2030,26733.290921611446,88.0
AC,Samsung,6.0,2030,26706.136654767288,89.0
AC,Samsung,7.0,2030,26644.309599873668,90.0
AC,Samsung,8.0,2030,26752.60852842203,91.0
AC,Samsung,9.0,2030,26527.059023515347,92.0
AC,Samsung,10.0,2030,26698.922621453923,93.0
AC,Samsung,11.0,2030,26712.298090446744,94.0
AC,Samsung,12.0,2030,26825.781223815367,95.0
AC,LG,1.0,2010,39302.74722486942,-156.0
AC,LG,2.0,2010,39314.179665865384,-155.0
AC,LG,3.0,2010,39344.44151561891,-154.0
AC,LG,4.0,2010,39411.14313636548,-153.0
AC,LG,5.0,2010,39243.31922892956,-152.0
AC,LG,6.0,2010,39422.19314125941,-151.0
AC,LG,7.0,2010,39388.80719780083,-150.0
AC,LG,8.0,2010,39282.79791373654,-149.0
AC,LG,9.0,2010,39173.23398749968,-148.0
AC,LG,10.0,2010,39322.18365012029,-147.0
AC,LG,11.0,2010,39243.18866299649,-146.0
AC,LG,12.0,2010,39233.47227605983,-145.0
AC,LG,1.0,2011,39404.16125770342,-144.0
AC,LG,2.0,2011,39356.22744058588,-143.0
AC,LG,3.0,2011,39160.84871926619,-142.0
AC,LG,4.0,2011,39389.67074124653,-141.0
AC,LG,5.0,2011,39380.29686484944,-140.0
AC,LG,6.0,2011,39276.119232558565,-139.0
AC,LG,7.0,2011,39354.40629882817,-138.0
AC,LG,8.0,2011,39292.74301842342,-137.0
AC,LG,9.0,2011,39364.508611342164,-136.0
AC,LG,10.0,2011,39270.204696496745,-135.0
AC,LG,11.0,2011,39267.74319319065,-134.0
AC,LG,12.0,2011,39349.77763746789,-133.0
AC,LG,1.0,2012,39308.495422036955,-132.0
AC,LG,2.0,2012,39456.3738732977,-131.0
AC,LG,3.0,2012,39305.17102407438,-130.0
AC,LG,4.0,2012,39277.528899339566,-129.0
AC,LG,5.0,2012,39359.126287868254,-128.0
AC,LG,6.0,2012,39305.81805902906,-127.0
AC,LG,7.0,2012,39388.24861878384,-126.0
AC,LG,8.0,2012,39294.675587588084,-125.0
AC,LG,9.0,2012,39341.098248918126,-124.0
AC,LG,10.0,2012,39297.81838869117,-123.0
AC,LG,11.0,2012,39321.77903906535,-122.0
AC,LG,12.0,2012,39314.604690087035,-121.0
AC,LG,1.0,2013,39389.313959797124,-120.0
AC,LG,2.0,2013,39342.738097281086,-119.0
AC,LG,3.0,2013,39398.22458583463,-118.0
AC,LG,4.0,2013,39373.02276998968,-117.0
AC,LG,5.0,2013,39408.78988864904,-116.0
AC,LG,6.0,2013,39273.951659438186,-115.0
AC,LG,7.0,2013,39344.01091932733,-114.0
AC,LG,8.0,2013,39356.32183313231,-113.0
AC,LG,9.0,2013,39348.05238402642,-112.0
AC,LG,10.0,2013,39312.38592159766,-111.0
AC,LG,11.0,2013,39383.330257639915,-110.0
AC,LG,12.0,2013,39281.82852995848,-109.0
AC,LG,1.0,2014,39333.441358267766,-108.0
AC,LG,2.0,2014,39372.315545537735,-107.0
AC,LG,3.0,2014,39293.471609789565,-106.0
AC,LG,4.0,2014,39435.94981546695,-105.0
AC,LG,5.0,2014,39412.55357613282,-104.0
AC,LG,6.0,2014,39344.21630238341,-103.0
AC,LG,7.0,2014,39453.200989127756,-102.0
AC,LG,8.0,2014,39392.5643948044,-101.0
AC,LG,9.0,2014,39401.79210516216,-100.0
AC,LG,10.0,2014,39380.70833992581,-99.0
AC,LG,11.0,2014,39462.68083144237,-98.0
AC,LG,12.0,2014,39398.12835122145,-97.0
AC,LG,1.0,2015,39526.80967650927,-96.0
AC,LG,2.0,2015,39371.80480507885,-95.0
AC,LG,3.0,2015,39361.7706396538,-94.0
AC,LG,4.0,2015,39366.55685164349,-93.0
AC,LG,5.0,2015,39376.44834719066,-92.0
AC,LG,6.0,2015,39415.900818052,-91.0
AC,LG,7.0,2015,39402.37145984431,-90.0
AC,LG,8.0,2015,39448.43992036988,-89.0
AC,LG,9.0,2015,39307.477316834076,-88.0
AC,LG,10.0,2015,39329.51670855308,-87.0
AC,LG,11.0,2015,39357.76136265757,-86.0
AC,LG,12.0,2015,39352.984402211936,-85.0
AC,LG,1.0,2016,39399.088978968604,-84.0
AC,LG,2.0,2016,39338.62492532646,-83.0
AC,LG,3.0,2016,39351.48009716819,-82.0
AC,LG,4.0,2016,39437.34084913383,-81.0
AC,LG,5.0,2016,39527.100764421935,-80.0
AC,LG,6.0,2016,39388.78312464059,-79.0
AC,LG,7.0,2016,39371.838488663874,-78.0
AC,LG,8.0,2016,39393.14098775646,-77.0
AC,LG,9.0,2016,39392.4472898472,-76.0
AC,LG,10.0,2016,39457.24832064388,-75.0
AC,LG,11.0,2016,39347.62564607109,-74.0
AC,LG,12.0,2016,39436.58796921675,-73.0
AC,LG,1.0,2017,39413.83842424787,-72.0
AC,LG,2.0,2017,39389.928264310816,-71.0
AC,LG,3.0,2017,39452.90497232067,-70.0
AC,LG,4.0,2017,39507.96245520126,-69.0
AC,LG,5.0,2017,39444.784384149585,-68.0
AC,LG,6.0,2017,39366.9973340241,-67.0
AC,LG,7.0,2017,39497.13863123578,-66.0
AC,LG,8.0,2017,39343.37740087797,-65.0
AC,LG,9.0,2017,39463.079919209355,-64.0
AC,LG,10.0,2017,39446.64373132431,-63.0
AC,LG,11.0,2017,39497.74073714661,-62.0
AC,LG,12.0,2017,39404.0592681275,-61.0
AC,LG,1.0,2018,39475.59959564658,-60.0
AC,LG,2.0,2018,39391.010231140746,-59.0
AC,LG,3.0,2018,39387.61421477488,-58.0
AC,LG,4.0,2018,39357.43149314289,-57.0
AC,LG,5.0,2018,39411.29852426525,-56.0
AC,LG,6.0,2018,39357.90888498509,-55.0
AC,LG,7.0,2018,39440.0109572742,-54.0
AC,LG,8.0,2018,39383.86279776389,-53.0
AC,LG,9.0,2018,39425.74266670594,-52.0
AC,LG,10.0,2018,39399.83328771933,-51.0
AC,LG,11.0,2018,39468.95687764336,-50.0
AC,LG,12.0,2018,39421.566525361195,-49.0
AC,LG,1.0,2019,39480.04780764874,-48.0
AC,LG,2.0,2019,39438.15906599766,-47.0
AC,LG,3.0,2019,39505.280664707556,-46.0
AC,LG,4.0,2019,39508.83107551269,-45.0
AC,LG,5.0,2019,39437.06836680506,-44.0
AC,LG,6.0,2019,39477.68788404497,-43.0
AC,LG,7.0,2019,39458.48269499181,-42.0
AC,LG,8.0,2019,39438.44428324015,-41.0
AC,LG,9.0,2019,39399.46198539078,-40.0
AC,LG,10.0,2019,39436.05108698073,-39.0
AC,LG,11.0,2019,39474.66374190117,-38.0
AC,LG,12.0,2019,39450.87310154884,-37.0
AC,LG,1.0,2020,39521.411012259654,-36.0
AC,LG,2.0,2020,39472.89142232873,-35.0
AC,LG,3.0,2020,39449.19140820014,-34.0
AC,LG,4.0,2020,39475.77852498442,-33.0
AC,LG,5.0,2020,39476.690111830685,-32.0
AC,LG,6.0,2020,39548.887295801745,-31.0
AC,LG,7.0,2020,39533.592316912254,-30.0
AC,LG,8.0,2020,39493.078178722506,-29.0
AC,LG,9.0,2020,39557.09251570162,-28.0
AC,LG,10.0,2020,39413.50332795076,-27.0
AC,LG,11.0,2020,39460.56940894476,-26.0
AC,LG,12.0,2020,39469.85659899402,-25.0
AC,LG,1.0,2021,39517.175865647456,-24.0
AC,LG,2.0,2021,39520.88123418839,-23.0
AC,LG,3.0,2021,39594.51345252621,-22.0
AC,LG,4.0,2021,39557.27109880001,-21.0
AC,LG,5.0,2021,39487.414639668896,-20.0
AC,LG,6.0,2021,39407.00216098627,-19.0
AC,LG,7.0,2021,39615.28304617459,-18.0
AC,LG,8.0,2021,39513.15584345544,-17.0
AC,LG,9.0,2021,39467.83221294609,-16.0
AC,LG,10.0,2021,39497.65669568786,-15.0
AC,LG,11.0,2021,39544.35548869215,-14.0
AC,LG,12.0,2021,39568.61520767329,-13.0
AC,LG,1.0,2022,39574.57660372976,-12.0
AC,LG,2.0,2022,39429.2779272684,-11.0
AC,LG,3.0,2022,39558.64311516707,-10.0
AC,LG,4.0,2022,39569.49086506478,-9.0
AC,LG,5.0,2022,39498.175551909095,-8.0
AC,LG,6.0,2022,39480.26268628434,-7.0
AC,LG,7.0,2022,39523.26269963957,-6.0
AC,LG,8.0,2022,39537.23914227126,-5.0
AC,LG,9.0,2022,39527.04514942634,-4.0
AC,LG,10.0,2022,39500.78155049425,-3.0
AC,LG,11.0,2022,39483.89231898839,-2.0
AC,LG,12.0,2022,39576.22597009272,-1.0
AC,LG,1.0,2026,39579.36646210128,36.0
AC,LG,2.0,2026,39543.10542341429,37.0
AC,LG,3.0,2026,39536.75678893949,38.0
AC,LG,4.0,2026,39653.26969890237,39.0
AC,LG,5.0,2026,39610.73824445364,40.0
AC,LG,6.0,2026,39583.89549638948,41.0
AC,LG,7.0,2026,39560.89599573005,42.0
AC,LG,8.0,2026,39692.98330519685,43.0
AC,LG,9.0,2026,39615.46311269141,44.0
AC,LG,10.0,2026,39667.43232737471,45.0
AC,LG,11.0,2026,39686.493730425056,46.0
AC,LG,12.0,2026,39491.96497248236,47.0
AC,LG,1.0,2027,39630.65078362742,48.0
AC,LG,2.0,2027,39638.7417102875,49.0
AC,LG,3.0,2027,39583.667279209716,50.0
AC,LG,4.0,2027,39646.094463824425,51.0
AC,LG,5.0,2027,39680.495585186385,52.0
AC,LG,6.0,2027,39576.544043140355,53.0
AC,LG,7.0,2027,39648.46363189231,54.0
AC,LG,8.0,2027,39623.90093105667,55.0
AC,LG,9.0,2027,39566.823049674415,56.0
AC,LG,10.0,2027,39633.6519431745,57.0
AC,LG,11.0,2027,39639.174938017015,58.0
AC,LG,12.0,2027,39621.745803121885,59.0
AC,LG,1.0,2028,39637.673116101134,60.0
AC,LG,2.0,2028,39671.41396452189,61.0
AC,LG,3.0,2028,39562.44957712274,62.0
AC,LG,4.0,2028,39572.761474590065,63.0
AC,LG,5.0,2028,39691.028379776435,64.0
AC,LG,6.0,2028,39619.68475702712,65.0
AC,LG,7.0,2028,39615.00680931496,66.0
AC,LG,8.0,2028,39660.9426916237,67.0
AC,LG,9.0,2028,39710.351161822415,68.0
AC,LG,10.0,2028,39621.26378288769,69.0
AC,LG,11.0,2028,39592.47963457325,70.0
AC,LG,12.0,2028,39703.40494214363,71.0
AC,LG,1.0,2029,39565.2627404223,72.0
AC,LG,2.0,2029,39676.48998065329,73.0
AC,LG,3.0,2029,39679.253071978754,74.0
AC,LG,4.0,2029,39632.10276801115,75.0
AC,LG,5.0,2029,39597.25517750539,76.0
AC,LG,6.0,2029,39658.02433797439,77.0
AC,LG,7.0,2029,39627.91070208959,78.0
AC,LG,8.0,2029,39720.41180581731,79.0
AC,LG,9.0,2029,39678.18070185099,80.0
AC,LG,10.0,2029,39647.16421149563,81.0
AC,LG,11.0,2029,39664.53078196833,82.0
AC,LG,12.0,2029,39628.597454543895,83.0
AC,LG,1.0,2030,39696.20759610533,84.0
AC,LG,2.0,2030,39662.448648200734,85.0
AC,LG,3.0,2030,39736.598312529866,86.0
AC,LG,4.0,2030,39719.15501832251,87.0
AC,LG,5.0,2030,39647.34686613393,88.0
AC,LG,6.0,2030,39683.49008427925,89.0
AC,LG,7.0,2030,39648.51543298077,90.0
AC,LG,8.0,2030,39663.855175690725,91.0
AC,LG,9.0,2030,39805.29828537799,92.0
AC,LG,10.0,2030,39717.34258192499,93.0
AC,LG,11.0,2030,39765.27265696437,94.0
AC,LG,12.0,2030,39748.378928878534,95.0
AC,Sony,1.0,2010,33845.32395545743,-156.0
AC,Sony,2.0,2010,33909.12094452627,-155.0
AC,Sony,3.0,2010,33847.02308154445,-154.0
AC,Sony,4.0,2010,33846.78732686781,-153.0
AC,Sony,5.0,2010,33819.23947333127,-152.0
AC,Sony,6.0,2010,33890.27531858133,-151.0
AC,Sony,7.0,2010,33850.459220723766,-150.0
AC,Sony,8.0,2010,33835.960606837965,-149.0
AC,Sony,9.0,2010,33830.684876912615,-148.0
AC,Sony,10.0,2010,33801.192372551646,-147.0
AC,Sony,11.0,2010,33923.04419417725,-146.0
AC,Sony,12.0,2010,33886.081982068914,-145.0
AC,Sony,1.0,2011,33800.789672814055,-144.0
AC,Sony,2.0,2011,33904.10820724222,-143.0
AC,Sony,3.0,2011,33934.30698464716,-142.0
AC,Sony,4.0,2011,33814.60754222539,-141.0
AC,Sony,5.0,2011,33980.10825283926,-140.0
AC,Sony,6.0,2011,33869.16192917498,-139.0
AC,Sony,7.0,2011,33886.14192525037,-138.0
AC,Sony,8.0,2011,33934.653058863645,-137.0
AC,Sony,9.0,2011,33819.95405176441,-136.0
AC,Sony,10.0,2011,33883.724531476924,-135.0
AC,Sony,11.0,2011,33852.658423262656,-134.0
AC,Sony,12.0,2011,33915.7928842242,-133.0
AC,Sony,1.0,2012,33923.032285498055,-132.0
AC,Sony,2.0,2012,33897.84231682764,-131.0
AC,Sony,3.0,2012,33939.62586938688,-130.0
AC,Sony,4.0,2012,33938.51431461529,-129.0
AC,Sony,5.0,2012,33891.18291083241,-128.0
AC,Sony,6.0,2012,33918.32143245859,-127.0
AC,Sony,7.0,2012,33865.99646559346,-126.0
AC,Sony,8.0,2012,33911.56736737836,-125.0
AC,Sony,9.0,2012,33958.33888557488,-124.0
AC,Sony,10.0,2012,33847.02802266507,-123.0
AC,Sony,11.0,2012,33979.4681573796,-122.0
AC,Sony,12.0,2012,33914.27566719299,-121.0
AC,Sony,1.0,2013,33810.782481503076,-120.0
AC,Sony,2.0,2013,33923.13230704837,-119.0
AC,Sony,3.0,2013,33879.72519558655,-118.0
AC,Sony,4.0,2013,33906.416724178445,-117.0
AC,Sony,5.0,2013,33882.80358586498,-116.0
AC,Sony,6.0,2013,33906.65118325704,-115.0
AC,Sony,7.0,2013,33989.47111281868,-114.0
AC,Sony,8.0,2013,33981.506516712325,-113.0
AC,Sony,9.0,2013,33968.11204900953,-112.0
AC,Sony,10.0,2013,34021.41665853455,-111.0
AC,Sony,11.0,2013,33931.28248130538,-110.0
AC,Sony,12.0,2013,33892.24777760429,-109.0
AC,Sony,1.0,2014,33915.010274452216,-108.0
AC,Sony,2.0,2014,33933.56528953751,-107.0
AC,Sony,3.0,2014,34043.75683672252,-106.0
AC,Sony,4.0,2014,33921.66244605659,-105.0
AC,Sony,5.0,2014,34009.403722259,-104.0
AC,Sony,6.0,2014,33938.02349294632,-103.0
AC,Sony,7.0,2014,33976.15283976342,-102.0
AC,Sony,8.0,2014,33885.75219845469,-101.0
AC,Sony,9.0,2014,33969.56083134389,-100.0
AC,Sony,10.0,2014,33931.02821821532,-99.0
AC,Sony,11.0,2014,33886.430727501735,-98.0
AC,Sony,12.0,2014,33958.636946634004,-97.0
AC,Sony,1.0,2015,33873.82693487257,-96.0
AC,Sony,2.0,2015,33950.66280032412,-95.0
AC,Sony,3.0,2015,34051.1609116002,-94.0
AC,Sony,4.0,2015,33901.55577876549,-93.0
AC,Sony,5.0,2015,34019.36713238557,-92.0
AC,Sony,6.0,2015,33963.49702766256,-91.0
AC,Sony,7.0,2015,33947.66407097719,-90.0
AC,Sony,8.0,2015,34102.120386311355,-89.0
AC,Sony,9.0,2015,33956.24568116614,-88.0
AC,Sony,10.0,2015,33985.67688598117,-87.0
AC,Sony,11.0,2015,33993.5712109282,-86.0
AC,Sony,12.0,2015,33985.72316754561,-85.0
AC,Sony,1.0,2016,34017.21210527801,-84.0
AC,Sony,2.0,2016,33981.69265258326,-83.0
AC,Sony,3.0,2016,33949.64353673384,-82.0
AC,Sony,4.0,2016,34005.03007446828,-81.0
AC,Sony,5.0,2016,34018.70590167887,-80.0
AC,Sony,6.0,2016,34043.36982327465,-79.0
AC,Sony,7.0,2016,33948.96609233579,-78.0
AC,Sony,8.0,2016,33946.05842536424,-77.0
AC,Sony,9.0,2016,33965.285519308985,-76.0
AC,Sony,10.0,2016,33997.726659441796,-75.0
AC,Sony,11.0,2016,33894.38177872405,-74.0
AC,Sony,12.0,2016,34009.23512713269,-73.0
AC,Sony,1.0,2017,34035.18888528041,-72.0
AC,Sony,2.0,2017,34004.96313670948,-71.0
AC,Sony,3.0,2017,33991.84720910717,-70.0
AC,Sony,4.0,2017,34047.59896208332,-69.0
AC,Sony,5.0,2017,33910.595191306595,-68.0
